attraction_id,city_id,city_nm,attraction_nm,address,theme,rate,longitude,latitude
A16342,C07,울산,서장사,울산 북구 관문길 251-0,Culture/History,3.895,129.313429,35.65430182
A16343,C07,울산,요산정사,울산 울주군 용당내광로 297-3,Culture/History,3.884,129.2118575,35.43101074
A16344,C07,울산,하이어뮤지엄,울산 남구 산업로643번길 7-0,Culture/History,3.873,129.3507261,35.53850187
A16345,C07,울산,묘림사,울산 울주군 옥수곡길 116-0,Culture/History,3.862,129.212649,35.42183531
A16346,C07,울산,보현사,울산 남구 신선로74번길 22-0,Culture/History,3.85,129.3222649,35.51983952
A16347,C07,울산,청룡암,울산 북구 매곡산업4길 13-53,Culture/History,3.834,129.3634125,35.65495797
A16348,C07,울산,도암정사,울산 북구,Culture/History,3.834,129.3611467,35.582747
A16349,C07,울산,울산옹기축제,울산 울주군 외고산3길 36-0,Culture/History,3.817,129.2795067,35.43506769
A16350,C07,울산,주전봉수대,울산 동구,Culture/History,3.8,129.4164878,35.50463588
A16351,C07,울산,천만사,울산 북구 달천만석골길 108-0,Culture/History,3.8,129.3068924,35.63683777
A16352,C07,울산,염포예술창작소,울산 북구 중리11길 2-0,Culture/History,3.783,129.3990976,35.52687643
A16353,C07,울산,남구행복안전체험관,울산 남구 여천로 40-0,Culture/History,3.772,129.3386004,35.52309078
A16354,C07,울산,은을암,울산 울주군 은을길 272-0,Culture/History,3.761,129.2455722,35.63317496
A16355,C07,울산,영축사,울산 울주군 웃상방1길 22-0,Culture/History,3.75,129.0763688,35.51040872
A16356,C07,울산,법왕사,울산 울주군 치술령길 199-0,Culture/History,3.739,129.2466641,35.65962665
A16357,C07,울산,백운산개운사,울산 울주군 숲마을길 104-0,Culture/History,3.728,129.113455,35.69225526
A16358,C07,울산,장안사,울산 울주군 청수골길 53-4,Culture/History,3.717,129.0118687,35.52369942
A16359,C07,울산,청송사,울산 울주군 청송길 208-4,Culture/History,3.705,129.2234503,35.52323324
A16360,C07,울산,삼백육십오일사,울산 울주군 내와길 260-0,Culture/History,3.694,129.1150752,35.68258449
A16361,C07,울산,굴암사,울산 울주군,Culture/History,3.683,129.1502671,35.60181577
A16362,C07,울산,충의사,울산 중구 서원11길 25-0,Culture/History,3.672,129.3370136,35.5581098
A16363,C07,울산,신불사,울산 울주군 가천금사길 290-0,Culture/History,3.661,129.0751766,35.52137542
A16364,C07,울산,용화사,울산 울주군 천전길 54-0,Culture/History,3.644,129.1026904,35.56831617
A16365,C07,울산,보탑사,울산 남구 선암호수길 30-0,Culture/History,3.644,129.3274447,35.52064727
A16366,C07,울산,구강서원,울산 중구 서원11길 45-0,Culture/History,3.627,129.3369912,35.56014031
A16367,C07,울산,현충탑울산대공원,울산 남구,Culture/History,3.616,129.3300918,35.5438097
A16368,C07,울산,수연사,울산 울주군 수정길 167-17,Culture/History,3.605,129.1548205,35.6634536
A16369,C07,울산,소금포역사관,울산 북구,Culture/History,3.594,129.3611467,35.582747
A16370,C07,울산,충효암,울산 울주군 조일1길 81-0,Culture/History,3.583,129.1121357,35.49410179
A16371,C07,울산,정토사,울산 울주군 연산1길 49-2,Culture/History,3.571,129.2980278,35.34904719
A16372,C07,울산,양덕사,울산 울주군 어음길 36-56,Culture/History,3.555,129.1338398,35.56834468
A16373,C07,울산,수정사,울산 울주군 출강2길 345-0,Culture/History,3.555,129.1542515,35.48308524
A16374,C07,울산,두서면의은행나무,울산 울주군,Culture/History,3.538,129.1502671,35.60181577
A16375,C07,울산,태봉사,울산 울주군 새마을길 76-3,Culture/History,3.521,129.2423124,35.44278623
A16376,C07,울산,불성사,울산 울주군 종동길 47-81,Culture/History,3.521,129.3317592,35.40596691
A16377,C07,울산,대원암,울산 울주군 벌방길 13-12,Culture/History,3.504,129.2253805,35.43680616
A16378,C07,울산,천성사,울산 울주군 상보1길 29-11,Culture/History,3.488,129.1621898,35.45519646
A16379,C07,울산,감성갱도2020,울산 북구 제내4길 18-0,Culture/History,3.488,129.3518882,35.6340577
A16380,C07,울산,대운산철쭉축제,울산 울주군,Culture/History,3.471,129.1502671,35.60181577
A16381,C07,울산,학성선원,울산 남구 거마로117번길 27-0,Culture/History,3.46,129.3047035,35.54223081
A16382,C07,울산,삼일사,울산 중구 병영성11길 25-0,Culture/History,3.449,129.3449451,35.57602669
A16383,C07,울산,보타사,울산 울주군 절터곡길 240-0,Culture/History,3.438,129.223079,35.4222493
A16384,C07,울산,영화루,울산 울주군 성안1길 1-0,Culture/History,3.426,129.1224352,35.56634246
A16385,C07,울산,태안사,울산 울주군 삼동로 1595-7,Culture/History,3.415,129.2127007,35.49166552
A16386,C07,울산,울산동헌및내아,울산 중구 동헌길 167-0,Culture/History,3.387,129.3202714,35.55772401
A16387,C07,울산,울산학성이씨근재공고택,울산 울주군 석천길 32-3,Culture/History,3.387,129.2347559,35.47362687
A16388,C07,울산,시적사,울산 울주군,Culture/History,3.387,129.1502671,35.60181577
A16389,C07,울산,벽선암,울산 북구 동산길 36-6,Culture/History,3.387,129.3346913,35.61908243
A16390,C07,울산,평해사,울산 북구 매곡산업로 49-17,Culture/History,3.348,129.3669117,35.64921745
A16391,C07,울산,울산중구생활문화센터,울산 중구 중앙길 161-0,Culture/History,3.348,129.3221782,35.55651131
A16392,C07,울산,종하이노베이션센터건축중(2024년01월개관예정),울산 남구 봉월로38번길 32-0,Culture/History,3.348,129.3101993,35.53661172
A16393,C07,울산,주연자동차박물관,울산 남구 산업로 675-0,Culture/History,3.326,129.3526718,35.54131296
A16394,C07,울산,관음사,울산 울주군 온곡길 107-0,Culture/History,3.315,129.2856044,35.34929539
A16395,C07,울산,신광사,울산 울주군 못안1길 68-0,Culture/History,3.298,129.1160009,35.59279134
A16396,C07,울산,무룡사,울산 북구 장등길 161-0,Culture/History,3.298,129.4146116,35.59877797
A16397,C07,울산,영묘사,울산 울주군 구터길 2-12,Culture/History,3.281,129.3268488,35.40160619
A16398,C07,울산,정관암,울산 울주군 대밭길 118-0,Culture/History,3.27,129.1883337,35.52569399
A16399,C07,울산,등용사,울산 동구 등대로 80-42,Culture/History,3.259,129.4360992,35.48705342
A16400,C07,울산,화엄정사,울산 울주군 개곡새각단길 27-12,Culture/History,3.242,129.2938578,35.49629395
A16401,C07,울산,숲속의작은친구들,울산 울주군 재궁골길 42-0,Culture/History,3.242,129.1180917,35.59599926
A16402,C07,울산,수운최제우유허지,울산 중구 원유곡길 106-0,Culture/History,3.22,129.2909532,35.56746481
A16403,C07,울산,남천암,울산 중구 북부순환도로 409-0,Culture/History,3.22,129.3059059,35.56781457
A16404,C07,울산,법륜사,울산 동구 녹수5길 50-0,Culture/History,3.203,129.4266076,35.51334386
A16405,C07,울산,안심사,울산 울주군 광청로 366-72,Culture/History,3.186,129.2308941,35.43329354
A16406,C07,울산,낙서암,울산 북구 대안4길 280-0,Culture/History,3.186,129.3905633,35.66120134
A16407,C07,울산,연지사,울산 울주군 곡천검단로 112-20,Culture/History,3.17,129.1953812,35.46064268
A16408,C07,울산,정현사,울산 울주군 신온2길 9-18,Culture/History,3.153,129.3114351,35.43210805
A16409,C07,울산,약불암,울산 울주군 척과로 321-0,Culture/History,3.153,129.2575565,35.6308275
A16410,C07,울산,이휴정,울산 남구 이휴정길 20-0,Culture/History,3.108,129.304509,35.54763199
A16411,C07,울산,봉현재,울산 북구 연암9길 16-1,Culture/History,3.108,129.3730301,35.58458536
A16412,C07,울산,선암사,울산 울주군 구영로 31-43,Culture/History,3.108,129.2373741,35.58104004
A16413,C07,울산,울산혁신도시복합혁신센터건축중(2022년준공예정),울산 중구 달빛로 65-23,Culture/History,3.108,129.3339031,35.58221085
A16414,C07,울산,보삼영화마을기념관,울산 울주군 보삼마을길 11-0,Culture/History,3.108,129.1328804,35.47895201
A16415,C07,울산,S갤러리,울산 울주군 율리영해로 81-0,Culture/History,3.108,129.2371358,35.52906515
A16416,C07,울산,대왕암해맞이축제,울산 동구 해수욕장10길 21-0,Culture/History,3.047,129.4308815,35.49485857
A16417,C07,울산,일월정사,울산 울주군 중촌길 1-3,Culture/History,3.047,129.2516174,35.56933505
A16418,C07,울산,호봉사,울산 북구 호계7길 145-0,Culture/History,3.047,129.3672101,35.63062477
A16419,C07,울산,대덕정사,울산 울주군 반계1길 21-60,Culture/History,3.047,129.1587592,35.445921
A16420,C07,울산,고래문화마을5D입체영상관,울산 남구 장생포고래로 271-2,Culture/History,3.047,129.3826642,35.50655794
A16421,C07,울산,달천철장,울산 북구,Culture/History,3.008,129.3611467,35.582747
A16422,C07,울산,보성학교전시관,울산 동구 일산진7길 8-0,Culture/History,3.008,129.432166,35.50025902
A16423,C07,울산,휴휴사,울산 울주군 대운산길 232-26,Culture/History,2.969,129.2146076,35.41694788
A16424,C07,울산,모은사,울산 중구 함월6길 15-10,Culture/History,2.969,129.312536,35.5727091
A16425,C07,울산,보리암,울산 남구 왕생로 37-0,Culture/History,2.969,129.331574,35.53674377
A16426,C07,울산,중구어린이역사과학체험관공사중(2022년03월개관예정),울산 중구 새즈믄해거리 37-0,Culture/History,2.969,129.3200757,35.55664218
A16427,C07,울산,방어진박물관,울산 동구 중진1길 30-0,Culture/History,2.969,129.4230173,35.48412599
A16428,C07,울산,내마음물들이고,울산 울주군 정주권로 338-0,Culture/History,2.93,129.1787183,35.45823412
A16429,C07,울산,불탑사,울산 울주군 내와길 201-12,Culture/History,2.93,129.1203253,35.68131871
A16430,C07,울산,유곡동공룡발자국화석,울산 중구,Culture/History,2.907,129.3324941,35.56933523
A16431,C07,울산,씨팩토리,울산 남구 대학로84번길 13-0,Culture/History,2.907,129.2611107,35.54221443
A16432,C07,울산,현불사,울산 울주군 보삼마을길 13-0,Culture/History,2.891,129.1331083,35.47875848
A16433,C07,울산,개운포성지,울산 남구,Culture/History,2.863,129.3300918,35.5438097
A16434,C07,울산,구룡사,울산 울주군 고래샘2길 88-0,Culture/History,2.863,129.1149974,35.61701116
A16435,C07,울산,통천사,울산 울주군 대복동천로 206-24,Culture/History,2.863,129.2373395,35.46940172
A16436,C07,울산,한나갤러리,울산 남구 신정로203번길 69-0,Culture/History,2.863,129.3090754,35.54844692
A16437,C07,울산,밀봉암,울산 울주군 양등길 206-0,Culture/History,2.824,129.0561413,35.60461114
A16438,C07,울산,대승사,울산 북구 아름1길 112-12,Culture/History,2.824,129.4413995,35.58371714
A16439,C07,울산,자광사,울산 북구 대안2길 123-0,Culture/History,2.824,129.4225659,35.6564168
A16440,C07,울산,묘법사,울산 울주군 보삼길 112-100,Culture/History,2.801,129.1113509,35.4835038
A16441,C07,울산,대방사,울산 북구 신전길 44-3,Culture/History,2.79,129.4345957,35.59975236
A16442,C07,울산,심불사,울산 울주군 은하길 90-0,Culture/History,2.768,129.1649334,35.45907292
A16443,C07,울산,보덕사,울산 울주군 덕현석리길 21-6,Culture/History,2.768,129.0487649,35.62229603
A16444,C07,울산,시안갤러리,울산 중구 함월11길 21-0,Culture/History,2.768,129.3072742,35.57385557
A16445,C07,울산,태화강치맥페스티벌,울산 중구,Culture/History,2.74,129.3324941,35.56933523
A16446,C07,울산,칠성암,울산 울주군 어음4길 37-0,Culture/History,2.74,129.1298897,35.56493363
A16447,C07,울산,산정암,울산 남구 신복로22번길 25-0,Culture/History,2.718,129.2595124,35.55048183
A16448,C07,울산,울산고래축제,울산 남구 장생포고래로288번길 20-0,Culture/History,2.718,129.3872941,35.5044007
A16449,C07,울산,대덕사,울산 울주군 거리대문동길 34-13,Culture/History,2.701,129.0705315,35.58804458
A16450,C07,울산,다담은갤러리,울산 울주군 석남로 832-0,Culture/History,2.679,129.0678943,35.61502087
A16451,C07,울산,백련암,울산 울주군 울밀로 2666-30,Culture/History,2.679,129.2430692,35.56027046
A16452,C07,울산,관음사,울산 동구 월봉2길 19-0,Culture/History,2.679,129.4188378,35.48806934
A16453,C07,울산,울산큰애기하우스,울산 중구 문화의거리 28-0,Culture/History,2.634,129.3221367,35.55674747
A16454,C07,울산,청소년푸른쉼터,울산 중구,Culture/History,2.634,129.3324941,35.56933523
A16455,C07,울산,향운사,울산 울주군 남창로 447-25,Culture/History,2.634,129.2748848,35.41997884
A16456,C07,울산,신불사,울산 울주군 신화리로 230-0,Culture/History,2.634,129.1336184,35.54120613
A16457,C07,울산,청량사,울산 울주군 대복동천로 340-117,Culture/History,2.634,129.24118,35.4607146
A16458,C07,울산,치산서원,울산 울주군 치술령길 7-0,Culture/History,2.578,129.2302973,35.65452275
A16459,C07,울산,운해정사,울산 울주군 수문2길 9-0,Culture/History,2.578,129.266305,35.50627728
A16460,C07,울산,원명사,울산 북구 달래골길 46-12,Culture/History,2.578,129.3235139,35.64039111
A16461,C07,울산,울산중구청컨벤션,울산 중구 단장골길 1-0,Culture/History,2.578,129.3321804,35.56921542
A16462,C07,울산,열려라참깨공방,울산 중구 외솔큰길 196-0,Culture/History,2.578,129.3514391,35.56715705
A16463,C07,울산,공부암,울산 울주군 지지길 160-0,Culture/History,2.533,129.2286516,35.63105322
A16464,C07,울산,지장사,울산 울주군 복안양지길 19-15,Culture/History,2.533,129.1637176,35.70566178
A16465,C07,울산,황룡사,울산 북구 이화4길 47-8,Culture/History,2.533,129.3441956,35.66428047
A16466,C07,울산,간월사지,울산 울주군 알프스온천4길 15-0,Culture/History,2.511,129.0726016,35.5554523
A16467,C07,울산,용왕사,울산 동구 서진길 25-8,Culture/History,2.494,129.4239209,35.48263832
A16468,C07,울산,대안동신흥사구대웅전,울산 북구 대안4길 280-0,Culture/History,2.467,129.3905633,35.66120134
A16469,C07,울산,금선사,울산 울주군 곡천검단로 84-18,Culture/History,2.467,129.1975988,35.46187844
A16470,C07,울산,영평선원,울산 남구 신정로33번길 26-0,Culture/History,2.467,129.3184147,35.53407194
A16471,C07,울산,용암사,울산 울주군 보삼길 507-24,Culture/History,2.427,129.1378156,35.46771156
A16472,C07,울산,승용사,울산 울주군 미호못길 87-0,Culture/History,2.427,129.1552437,35.68998201
A16473,C07,울산,청송사,울산 중구 난곡17길 3-0,Culture/History,2.427,129.2823658,35.55695942
A16474,C07,울산,용곡사,울산 울주군 술마길 30-10,Culture/History,2.427,129.3186841,35.39469413
A16475,C07,울산,극락사,울산 울주군 참샘길 11-8,Culture/History,2.4,129.1215334,35.49704125
A16476,C07,울산,법보사,울산 울주군 허지기길 30-10,Culture/History,2.372,129.2138575,35.66500243
A16477,C07,울산,아축심인당,울산 중구 서원14길 51-0,Culture/History,2.372,129.3356022,35.55733604
A16478,C07,울산,극락사,울산 남구 신선로 118-0,Culture/History,2.372,129.3251878,35.52213613
A16479,C07,울산,자항사,울산 울주군 덕산길 68-15,Culture/History,2.372,129.1650326,35.47105472
A16480,C07,울산,감로사,울산 중구 다운14길 24-0,Culture/History,2.333,129.2664113,35.56121911
A16481,C07,울산,관음사,울산 중구 신기16길 62-0,Culture/History,2.333,129.296859,35.55631931
A16482,C07,울산,원각사,울산 동구 방어진순환도로 3-0,Culture/History,2.333,129.4007483,35.51950698
A16483,C07,울산,대각사,울산 중구 내황13길 37-9,Culture/History,2.305,129.3492161,35.55266453
A16484,C07,울산,고경사,울산 울주군 천산로 182-24,Culture/History,2.305,129.2924943,35.34036118
A16485,C07,울산,천전리공룡발자국화석,울산 울주군,Culture/History,2.26,129.1502671,35.60181577
A16486,C07,울산,장엄사,울산 울주군 정주권로 92-11,Culture/History,2.26,129.2031357,35.46750518
A16487,C07,울산,사단법인 대한불교 천수관음종 복운사,울산 울주군 대가천길 1-0,Culture/History,2.26,129.087233,35.52816758
A16488,C07,울산,신불암,울산 울주군 태화4길 28-0,Culture/History,2.26,129.2773181,35.41569379
A16489,C07,울산,대천암,울산 울주군 성남길 91-8,Culture/History,2.26,129.3007918,35.47105185
A16490,C07,울산,백련암,울산 울주군 청수골길 157-0,Culture/History,2.26,129.0207169,35.52479627
A16491,C07,울산,만정헌,울산 울주군 명촌1길 39-0,Culture/History,2.199,129.083178,35.5715796
A16492,C07,울산,반야선원,울산 울주군 금곡길 212-5,Culture/History,2.199,129.1400494,35.49723432
A16493,C07,울산,선문사,울산 울주군 웃궁평길 38-63,Culture/History,2.199,129.0888465,35.60359761
A16494,C07,울산,천상암,울산 울주군 상보두현길 65-0,Culture/History,2.199,129.252683,35.52618711
A16495,C07,울산,보은사,울산 울주군 진곡만주길 79-1,Culture/History,2.199,129.2764978,35.51705621
A16496,C07,울산,울산쇠부리축제,울산 북구 산업로 1010-0,Culture/History,2.132,129.3612536,35.58270742
A16497,C07,울산,인성암,울산 울주군 약수터길 146-29,Culture/History,2.132,129.3265406,35.37704701
A16498,C07,울산,보옥정사,울산 울주군 구수길 80-76,Culture/History,2.132,129.1578892,35.53952101
A16499,C07,울산,천탑사,울산 울주군 삼동로 1397-57,Culture/History,2.132,129.2030017,35.50965132
A16500,C07,울산,도불사,울산 중구 종가로 405-30,Culture/History,2.132,129.3205977,35.56872758
A16501,C07,울산,남산사,울산 남구 남산로 254-0,Culture/History,2.132,129.2963248,35.54381532
A16502,C07,울산,달곡마을박물관,울산 북구 달곡1길 71-0,Culture/History,2.132,129.4263651,35.60827966
A16503,C07,울산,대각사,울산 울주군 삼동로 205-0,Culture/History,2.076,129.1122919,35.49833264
A16504,C07,울산,무룡암,울산 울주군 무룡골길 280-0,Culture/History,2.076,129.2719912,35.39340834
A16505,C07,울산,연화사,울산 울주군 능산길 66-35,Culture/History,2.076,129.1105566,35.58148644
A16506,C07,울산,대곡천반구대축제,울산 울주군,Culture/History,2.026,129.1502671,35.60181577
A16507,C07,울산,연하사,울산 울주군 척과로 99-1,Culture/History,2.026,129.2723254,35.61564551
A16508,C07,울산,다개사,울산 울주군 오룡길 121-0,Culture/History,2.026,129.1195361,35.60643068
A16509,C07,울산,여래사,울산 울주군 화산발리로 377-14,Culture/History,2.026,129.2837334,35.376574
A16510,C07,울산,삼밀불원,울산 울주군 왕걸길 39-3,Culture/History,2.026,129.2920674,35.63194534
A16511,C07,울산,상보사,울산 동구 남진길 94-3,Culture/History,2.026,129.4140779,35.47907314
A16512,C07,울산,감로정사,울산 중구 새벽시장2길 50-0,Culture/History,1.981,129.3305068,35.55606201
A16513,C07,울산,꿀벌생태관,울산 울주군 삽재로 282-10,Culture/History,1.981,129.058812,35.63603616
A16514,C07,울산,창평동지석묘군,울산 북구,Culture/History,1.931,129.3611467,35.582747
A16515,C07,울산,화장사,울산 울주군,Culture/History,1.931,129.1502671,35.60181577
A16516,C07,울산,성원사,울산 울주군 곡천검단로 180-11,Culture/History,1.931,129.1888389,35.45772439
A16517,C07,울산,공덕암,울산 울주군 입암1길 61-0,Culture/History,1.931,129.2245297,35.57458623
A16518,C07,울산,길상사,울산 울주군 내곡능골길 129-40,Culture/History,1.931,129.1196002,35.58208847
A16519,C07,울산,보문선원,울산 울주군 고산길 138-8,Culture/History,1.931,129.2728373,35.43125142
A16520,C07,울산,태고종도명사,울산 울주군 후리길 90-0,Culture/History,1.931,129.0769338,35.57651307
A16521,C07,울산,망월사,울산 중구 병영1길 55-0,Culture/History,1.842,129.3491206,35.57350999
A16522,C07,울산,덕성사,울산 북구 화정2길 46-6,Culture/History,1.842,129.3429404,35.66042494
A16523,C07,울산,반야선원,울산 울주군,Culture/History,1.842,129.1502671,35.60181577
A16524,C07,울산,죽림정사,울산 울주군 하선필2길 17-0,Culture/History,1.842,129.1377721,35.65168489
A16525,C07,울산,도솔암,울산 울주군,Culture/History,1.842,129.1502671,35.60181577
A16526,C07,울산,개안사,울산 울주군 외사1길 233-29,Culture/History,1.842,129.2813704,35.58729128
A16527,C07,울산,성불암,울산 울주군 청송길 277-131,Culture/History,1.842,129.2127813,35.51677448
A16528,C07,울산,봉계한우불고기축제,울산 울주군,Culture/History,1.842,129.1502671,35.60181577
A16529,C07,울산,관음사,울산 울주군 중리2길 28-0,Culture/History,1.769,129.2345135,35.60137564
A16530,C07,울산,운흥사,울산 울주군 반계길 262-12,Culture/History,1.769,129.152111,35.4538827
A16531,C07,울산,월정사,울산 동구 양지2길 47-0,Culture/History,1.769,129.4222197,35.49757156
A16532,C07,울산,운암산조각의숲,울산 울주군 정주권로 166-12,Culture/History,1.769,129.1965261,35.46448033
A16533,C07,울산,방어진축제,울산 동구,Culture/History,1.691,129.4164878,35.50463588
A16534,C07,울산,목도의상록수림,울산 울주군,Culture/History,1.691,129.1502671,35.60181577
A16535,C07,울산,율리영축사지,울산 울주군,Culture/History,1.691,129.1502671,35.60181577
A16536,C07,울산,천불사,울산 울주군 신전길 61-1,Culture/History,1.691,129.1677541,35.66201248
A16537,C07,울산,법등사,울산 울주군 관문성길 26-0,Culture/History,1.691,129.2846201,35.6502173
A16538,C07,울산,통불사,울산 울주군 보삼마을길 5-16,Culture/History,1.691,129.133414,35.47945512
A16539,C07,울산,귀법사,울산 중구 종가로 405-53,Culture/History,1.691,129.318376,35.5709046
A16540,C07,울산,환생사,울산 중구 종가로 465-108,Culture/History,1.691,129.321764,35.57292666
A16541,C07,울산,무진암,울산 북구 호계7길 159-2,Culture/History,1.691,129.3679956,35.63179059
A16542,C07,울산,명지갤러리,울산 남구 삼호로37번길 4-1,Culture/History,1.691,129.2685158,35.55032478
A16543,C07,울산,천탑사,울산 울주군,Culture/History,1.607,129.1502671,35.60181577
A16544,C07,울산,여여선원,울산 남구 문수로 488-0,Culture/History,1.607,129.306506,35.53206035
A16545,C07,울산,용하사,울산 울주군 노동2길 35-26,Culture/History,1.607,129.1656394,35.64058029
A16546,C07,울산,용연서원,울산 남구 이휴정길 20-0,Culture/History,1.607,129.304509,35.54763199
A16547,C07,울산,운흥사지,울산 울주군,Culture/History,1.607,129.1502671,35.60181577
A16548,C07,울산,도솔암포교원,울산 울주군 삼정로 345-0,Culture/History,1.523,129.2573501,35.4960677
A16549,C07,울산,석문암,울산 울주군 활천내와로 82-79,Culture/History,1.523,129.188003,35.71268671
A16550,C07,울산,미륵사,울산 울주군 웅촌로 271-40,Culture/History,1.523,129.2033495,35.45805338
A16551,C07,울산,수정사포교원,울산 중구 구루미길 100-0,Culture/History,1.523,129.268267,35.55793918
A16552,C07,울산,정각사,울산 동구 방어진순환도로 1319-1,Culture/History,1.523,129.4102137,35.52925555
A16553,C07,울산,지선사,울산 북구 호계7길 104-20,Culture/History,1.523,129.3676276,35.62617884
A16554,C07,울산,원오사,울산 북구 판지3길 6-3,Culture/History,1.523,129.4557867,35.61130918
A16555,C07,울산,아트스텔라울산,울산 남구 두왕로 329-0,Culture/History,1.523,129.3075567,35.53146887
A16556,C07,울산,모하아트센터,울산 울주군 반구대안길 50-7,Culture/History,1.523,129.1520497,35.61124336
A16557,C07,울산,동축사삼층석탑,울산 동구 옥류로 93-0,Culture/History,1.401,129.4187778,35.54838132
A16558,C07,울산,방기리알바위,울산 울주군,Culture/History,1.401,129.1502671,35.60181577
A16559,C07,울산,오우드목공방,울산 울주군 상남1길 80-0,Culture/History,1.401,129.3031832,35.48451447
A16560,C07,울산,선진암,울산 울주군 삽재로 230-0,Culture/History,1.401,129.0553303,35.63267416
A16561,C07,울산,연화사,울산 울주군 길밑길 51-8,Culture/History,1.401,129.2818723,35.63612185
A16562,C07,울산,수왕사,울산 울주군 치술령길 25-0,Culture/History,1.401,129.2311588,35.65486505
A16563,C07,울산,성암사,울산 중구 길촌길 25-0,Culture/History,1.401,129.3015405,35.56491885
A16564,C07,울산,도명사,울산 동구 중진1길 21-0,Culture/History,1.401,129.4227356,35.48448648
A16565,C07,울산,성불암,울산 북구,Culture/History,1.401,129.3611467,35.582747
A16566,C07,울산,삼봉사,울산 북구 매곡로 515-0,Culture/History,1.401,129.3718156,35.67059458
A16567,C07,울산,약수암,울산 울주군 소호대곡길 172-14,Culture/History,1.401,129.0863585,35.65926734
A16568,C07,울산,관음사,울산 남구 산업로 174-2,Culture/History,1.3,129.3268087,35.50735391
A16569,C07,울산,혜인사,울산 울주군 해맞이로 1481-9,Culture/History,1.3,129.3436238,35.37533724
A16570,C07,울산,굴절보광수도사,울산 울주군 청송길 211-38,Culture/History,1.3,129.2205105,35.52055182
A16571,C07,울산,마하정사,울산 울주군 율현양달2길 17-10,Culture/History,1.3,129.2337804,35.50736959
A16572,C07,울산,동암사,울산 울주군 천전각석길 180-37,Culture/History,1.3,129.1848029,35.61642426
A16573,C07,울산,월명사,울산 울주군 유촌길 87-2,Culture/History,1.3,129.1804947,35.6655847
A16574,C07,울산,일송정사,울산 중구 학성로 83-0,Culture/History,1.194,129.3200459,35.5551761
A16575,C07,울산,천수사,울산 북구 대안4길 198-1,Culture/History,1.194,129.4069599,35.65414854
A16576,C07,울산,동남사,울산 북구 동남로 457-0,Culture/History,1.194,129.4046326,35.66267176
A16577,C07,울산,현승암,울산 북구 가대서길 132-1,Culture/History,1.194,129.2977198,35.59952347
A16578,C07,울산,법왕사,울산 울주군 삽재로 326-1,Culture/History,1.194,129.0575216,35.63983112
A16579,C07,울산,성담사,울산 울주군 노서2길 29-5,Culture/History,1.194,129.1577972,35.64658541
A16580,C07,울산,천룡사,울산 울주군 관문로 733-23,Culture/History,1.194,129.2841284,35.64644797
A16581,C07,울산,벽운암,울산 울주군 마당미기길 217-9,Culture/History,1.194,129.1220993,35.67689034
A16582,C07,울산,삼정암,울산 울주군 활천내와로 796-0,Culture/History,1.194,129.1256323,35.69418326
A16583,C07,울산,궁거랑벚꽃한마당,울산 남구,Culture/History,1.194,129.3300918,35.5438097
A16584,C07,울산,대곡리공룡발자국화석,울산 울주군,Culture/History,1.194,129.1502671,35.60181577
A16585,C07,울산,신화예술인촌,울산 남구 여천로80번길 15-0,Culture/History,1.194,129.3419884,35.52313268
A16586,C07,울산,버슴새,울산 남구 수암로 234-0,Culture/History,1.194,129.3313731,35.52405748
A16587,C07,울산,고복수음악살롱,울산 중구 중앙1길 9-0,Culture/History,0.988,129.3197588,35.55630606
A16588,C07,울산,금선사,울산 울주군 성리길 51-0,Culture/History,0.988,129.1195992,35.57279494
A16589,C07,울산,옥련암,울산 울주군 서사로 357-14,Culture/History,0.988,129.265767,35.58829283
A16590,C07,울산,개운사,울산 울주군 천전대현1길 23-35,Culture/History,0.988,129.1584993,35.62123036
A16591,C07,울산,처용현사,울산 울주군 당월로 662-44,Culture/History,0.988,129.3459001,35.46515188
A16592,C07,울산,지성사,울산 울주군 물건너길 73-1,Culture/History,0.988,129.2018945,35.43851506
A16593,C07,울산,덕현사,울산 울주군 강답들길 87-3,Culture/History,0.988,129.0532677,35.62810877
A16594,C07,울산,우정사,울산 울주군 연화산길 73-9,Culture/History,0.988,129.2152919,35.63029966
A16595,C07,울산,충효사,울산 울주군,Culture/History,0.988,129.1502671,35.60181577
A16596,C07,울산,옥련사,울산 울주군 정주권로 72-1,Culture/History,0.988,129.2049923,35.46700323
A16597,C07,울산,경국사,울산 남구 왕생로 82-0,Culture/History,0.988,129.330732,35.54070967
A16598,C07,울산,용천사,울산 남구 삼산로45번길 10-0,Culture/History,0.988,129.312576,35.53455407
A16599,C07,울산,화봉사,울산 동구 꽃바위2나길 9-0,Culture/History,0.988,129.4131822,35.48240143
A16600,C07,울산,남장사,울산 동구 남목9길 62-0,Culture/History,0.988,129.4235388,35.54374444
A16601,C07,울산,해운암,울산 북구 동대7길 11-0,Culture/History,0.988,129.3544124,35.6286631
A16602,C07,울산,용수사,울산 북구 차일2길 136-0,Culture/History,0.988,129.3698166,35.62176105
A16603,C07,울산,용주사,울산 북구 매곡산업5길 7-20,Culture/History,0.988,129.3686045,35.64279822
A16604,C07,울산,울산조선해양축제,울산 동구,Culture/History,0.988,129.4164878,35.50463588
A16605,C07,울산,기박산성,울산 북구,Culture/History,0.988,129.3611467,35.582747
A16606,C07,울산,위열공김취려의묘,울산 울주군,Culture/History,0.988,129.1502671,35.60181577
